,Localidad,Departamento,Provincia,Latitud,Longitud,Estado
655,Magdala,Pehuajo,Buenos Aires,"-36,08532","-61,722633",Conectado
656,Maimara,Tilcara,Jujuy,"-23,635","-65,413889",Conectado
657,Makalle,General Donovan,Chaco,"-27,20838007","-59,28647758",Conectado
658,Malargüe,Malargüe,Mendoza,"-35,46592778","-69,58894722",Conectado
659,Malena,Rio Cuarto,Córdoba,"-33,49053014","-64,43718517",Conectado
660,Manfredi,Rio Segundo,Córdoba,"-31,846425","-63,74310833",Conectado
661,Manuel Ocampo,Pergamino,Buenos Aires,"-33,765386","-60,650369",Conectado
662,Maquinchao,25 de Mayo,Rio Negro,"-41,25723889","-68,70060278",Conectado
663,Mar Azul,Villa Gesell,Buenos Aires,"-37,33247155","-57,04112503",Conectado
664,Mar Chiquita,Mar Chiquita,Buenos Aires,"-37,742686","-57,433025",Conectado
665,Mar de Cobo,Mar Chiquita,Buenos Aires,"-37,773969","-57,453917",Conectado
666,Mar del Plata,General Pueyrredon,Buenos Aires,"-37,9973778","-57,5503917",Conectado
667,Marayes,Caucete,San Juan,"-31,46315","-67,3507833",Conectado
668,Marcelino Ugarte,9 de Julio,Buenos Aires,"-35,351789","-60,745025",Conectado
669,Marcos Juarez,Marcos Juarez,Córdoba,"-32,692886","-62,089983",Conectado
670,Marcos Paz Silica,Marcos Paz,Buenos Aires,"-34,85748611","-58,89065",Conectado
671,Margarita,Vera,Santa Fe,"-29,69028596","-60,24795493",Conectado
672,Maria Grande,Parana,Entre Ríos,"-31,66416389","-59,89933611",Conectado
673,Mariano Benitez,Pergamino,Buenos Aires,"-33,70775","-60,584667",Conectado
674,Mariano H. Alfonso,Pergamino,Buenos Aires,"-33,91575","-60,836028",Conectado
675,Mariano Moreno,Zapala,Neuquén,"-38,759059","-70,036807",Conectado
676,Matara,Juan F. Ibarra,Santiago del Estero,"-28,11147222","-63,19130556",Conectado
677,Mayor Buratovich,Villarino,Buenos Aires,"-39,26159167","-62,61654722",Conectado
678,Mendoza,Capital,Mendoza,"-32,88315278","-68,828325",Conectado
679,Mendoza.,Capital,Mendoza,"-32,88315278","-68,828325",Conectado
680,Mercedes,Mercedes,Buenos Aires,"-34,675156","-59,440553",Conectado
681,Milagro,General Ocampo,La Rioja,"-31,00827778","-65,99105833",Conectado
682,Ministerio de Modernizacion,Ciudad de Buenos Aires,Capital Federal,"-34,60133333","-58,37766667",Conectado
683,Ministro Ramos Mexia,9 de Julio,Rio Negro,"-40,5077","-67,26141111",Conectado
684,Miraflores,Capayan,Catamarca,"-28,5979916","-65,9039055",Conectado
685,Miraflores.,San Pedro,Jujuy,"-24,22513889","-64,82227778",Conectado
686,Misarrumi,Rinconada,Jujuy,"-22,25944444","-66,36722222",Conectado
687,Mision Chaqueña,Gral.J. de San Martin,Salta,"-23,25973333","-63,74334167",Conectado
688,Mision Km 6,Gral.J. de San Martin,Salta,"-22,51030556","-63,75091667",Conectado
689,Mocoreta,Monte Caseros,Corrientes,"-30,61536111","-57,97052778",Conectado
690,Moises Ville,San Cristobal,Santa Fe,"-30,72083333","-61,47138889",Conectado
691,Molinos,Molinos,Salta,"-25,43830556","-66,29777778",Conectado
692,Monigotes,San Cristobal,Santa Fe,"-30,49183333","-61,633875",Conectado
693,Monje,San Jeronimo,Santa Fe,"-32,35336111","-60,94336111",Conectado
694,Monte Coman,San Rafael,Mendoza,"-34,59046944","-67,87996111",Conectado
695,Monte de Los Gauchos,Rio Cuarto,Córdoba,"-33,63819444","-63,89060278",Conectado
696,Monte Flores (Barrio Don Manuel),Rosario,Santa Fe,"-33,0800074","-60,63552267",Conectado
697,Monte Potrero,Paclin,Catamarca,"-28,180058","-65,662561",Conectado
698,Monte Quemado,Copo,Santiago del Estero,"-25,81192778","-62,82836667",Conectado
699,Monte Ralo,Santa Maria,Córdoba,"-31,908533","-64,241408",Conectado
700,Montefiore,9 de Julio,Santa Fe,"-29,66583333","-61,86602778",Conectado
701,Monteros,Monteros,Tucumán,"-27,16946944","-65,48888056",Conectado
702,Morrison,Union,Córdoba,"-32,58661944","-62,83454722",Conectado
703,Morse,Junin,Buenos Aires,"-34,758847","-60,840369",Conectado
704,Nahuel Niyeu,Valcheta,Rio Negro,"-40,50434","-66,56407",Conectado
705,Napaleufu,Balcarce,Buenos Aires,"-37,628944","-58,747564",Conectado
706,Napalpi,25 de Mayo,Chaco,"-26,900689","-60,130147",Conectado
707,Navarro,Navarro,Buenos Aires,"-35,008928","-59,281853",Conectado
708,Neuquen,Confluencia,Neuquén,"-38,94485833","-68,07859444",Conectado
709,Neuquen.,Confluencia,Neuquén,"-38,94485833","-68,07859444",Conectado
710,Niquivil,Jachal,San Juan,"-30,399325","-68,696114",Conectado
711,Nogoya,Nogoya,Entre Ríos,"-32,39550833","-59,78256944",Conectado
712,Nonogasta,Chilecito,La Rioja,"-29,301745","-67,506733",Conectado
713,Nuestra Señora de Talavera,Anta,Salta,"-25,45956389","-63,77564167",Conectado
714,Nueva Esperanza,Pellegrini,Santiago del Estero,"-26,19946626","-64,23832917",Conectado
715,Nueva Francia,Silipica,Santiago del Estero,"-28,180472","-64,198139",Conectado
716,Nueva Lehmann,Castellanos,Santa Fe,"-31,11754167","-61,51331944",Conectado
717,Nueva Plata,Pehuajo,Buenos Aires,"-35,92114","-61,810266",Conectado
718,Nueva Vizcaya,Federal,Entre Ríos,"-30,96779722","-58,61166389",Conectado
719,Nuevo Pirquitas,Rinconada,Jujuy,"-22,68759167","-66,45585278",Conectado
720,Nuevo Torino,Las Colonias,Santa Fe,"-31,34305556","-61,23450833",Conectado
721,Obera,Obera,Misiones,"-27,50046944","-55,10926667",Conectado
722,OHiggins,Chacabuco,Buenos Aires,"-34,5838","-60,703739",Conectado
723,Olavarria,Olavarria,Buenos Aires,"-36,885419","-60,309583",Conectado
724,Olegario V. Andrade,Leandro N. Alem,Misiones,"-27,5701873","-55,50246352",Conectado
725,Oliva,Tercero Arriba,Córdoba,"-32,03630964","-63,57058285",Conectado
726,Olivera,Lujan,Buenos Aires,"-34,627317","-59,2554",Conectado
727,Oliveros,Iriondo,Santa Fe,"-32,57426794","-60,85550496",Conectado
728,Oncativo,Rio Segundo,Córdoba,"-31,909667","-63,681028",Conectado
729,Open Door,Lujan,Buenos Aires,"-34,490486","-59,074358",Conectado
730,Oratorio,Santa Catalina,Jujuy,"-22,09944444","-66,13144444",Conectado
731,Oro Verde,Parana,Entre Ríos,"-31,82996111","-60,52098889",Conectado
732,Orosmayo,Rinconada,Jujuy,"-22,55599471","-66,35617537",Conectado
733,Osvaldo Magnasco,Concordia,Entre Ríos,"-31,313333","-58,059833",Conectado
734,Otumpa,,Santiago del Estero,"-27,32805556","-62,22638889",Conectado
735,Padre Lozano,Gral.J. de San Martin,Salta,"-23,21851111","-63,8470944",Conectado
736,Paicone,Santa Catalina,Jujuy,"-22,21833333","-66,42425",Conectado
737,Palacios,San Cristobal,Santa Fe,"-30,70794444","-61,62102778",Conectado
738,Palo Labrado,Paclin,Catamarca,"-28,318328","-65,619367",Conectado
739,Palos Blancos,San Pedro,Jujuy,"-24,32739444","-64,94674722",Conectado
740,Palpala,Palpala,Jujuy,"-24,25867778","-65,21231667",Conectado
741,Pampa de Los Guanacos,Copo,Santiago del Estero,"-26,23570407","-61,82960481",Conectado
742,Pampa del Infierno,Almirante Brown,Chaco,"-26,50404704","-61,17636214",Conectado
743,Pampa Vieja,Jachal,San Juan,"-30,2005666","-68,6842166",Conectado
744,Parada Labougle,Monte Caseros,Corrientes,"-30,317325","-57,72999444",Conectado
745,Parada Pucheta,Paso de Los Libres,Corrientes,"-29,9053454","-57,57436935",Conectado
746,Paraiso,San Pedro,Misiones,"-26,68960267","-54,20445177",Conectado
747,Paraje 29,Vera,Santa Fe,"-29,10313889","-60,23638889",Conectado
748,Paraje Cochico,General Alvear,Mendoza,"-35,71336111","-67,33101944",Conectado
749,Paraje La Virgen,Diamante,Entre Ríos,"-31,91578987","-60,6517239",Conectado
750,Paraje Pavon ,General Lavalle,Buenos Aires,"-36,712594","-56,732797",Conectado
751,Parana,Parana,Entre Ríos,"-31,74019722","-60,53439167",Conectado
752,Parapeti,San Pedro,Jujuy,"-24,237603","-64,846572",Conectado
753,Parque Norte - Ciudad de Los Nidos - Vil,Colon,Córdoba,"-31,29548889","-64,17578333",Conectado
754,Paso de La Laguna,Villaguay,Entre Ríos,"-31,80158333","-59,15913889",Conectado
755,Paso Viejo,Cruz del Eje,Córdoba,"-30,76697778","-65,19025",Conectado
756,Pastos Chicos,Susques,Jujuy,"-23,76453333","-66,43937222",Conectado
757,Patquia,Independencia,La Rioja,"-30,04453611","-66,87872222",Conectado
758,Patricios,9 de Julio,Buenos Aires,"-35,439027","-60,716524",Conectado
759,Pavon,Constitucion,Santa Fe,"-33,24199722","-60,40548333",Conectado
760,Pavon Arriba,Constitucion,Santa Fe,"-33,31085","-60,82685556",Conectado
761,Payogasta,Cachi,Salta,"-25,04851389","-66,09693333",Conectado
762,Pedro Luro,Villarino,Buenos Aires,"-39,502842","-62,680856",Conectado
763,Pehuajo,Pehuajo,Buenos Aires,"-35,808664","-61,886181",Conectado
764,Pellegrini,Pellegrini,Buenos Aires,"-36,270811","-63,157499",Conectado
765,Pergamino,Pergamino,Buenos Aires,"-33,860639","-60,571472",Conectado
766,Pergamino.,Pergamino,Buenos Aires,"-33,860639","-60,571472",Conectado
767,Perico,El Carmen,Jujuy,"-24,37549722","-65,11528333",Conectado
768,Perito Moreno,Lago Buenos Aires,Santa Cruz,"-46,58978493","-70,91364732",Conectado
769,Peru,Guatrache,La Pampa,"-37,66251111","-64,13435",Conectado
770,Peyrano,Constitucion,Santa Fe,"-33,5373472","-60,7986833",Conectado
771,Pichanal,Oran,Salta,"-23,32434722","-64,22527778",Conectado
772,Pico Truncado,Deseado,Santa Cruz,"-46,79236389","-67,94566667",Conectado
773,Picun Leufu,Picun Leufu,Neuquén,"-39,51803056","-69,29345833",Conectado
774,Piedra del Aguila,Collon Cura,Neuquén,"-40,047225","-70,07202778",Conectado
775,Piedritas,General Villegas,Buenos Aires,"-34,774083","-62,983417",Conectado
776,Pigüe,Saavedra,Buenos Aires,"-37,604389","-62,410028",Conectado
777,Pilar,Rio Segundo,Córdoba,"-31,68173889","-63,88044444",Conectado
778,Pilar (Muzilli 1238),Pilar,Buenos Aires,"-34,458664","-58,8661",Conectado
779,Pilcaniyeu,Pilcaniyeu,Rio Negro,"-41,12064444","-70,71484722",Conectado
780,Pinamar,Pinamar,Buenos Aires,"-37,117656","-56,896778",Conectado
781,Piñalito Sur,San Pedro,Misiones,"-26,42727778","-53,84386111",Conectado
782,Piquirenda,Gral.J. de San Martin,Salta,"-22,32455298","-63,7527204",Conectado
783,Pirane,Pirane,Formosa,"-25,73036389","-59,10506944",Conectado
784,Pituil,Famatina,La Rioja,"-28,57608322","-67,44584245",Conectado
785,Plaza Clucellas,Castellanos,Santa Fe,"-31,45186593","-61,70500953",Conectado
786,Plaza Huincul,Confluencia,Neuquén,"-38,932112","-69,192562",Conectado
787,Plaza Saguier,Castellanos,Santa Fe,"-31,32531944","-61,66778056",Conectado
788,Pluma de Pato,Rivadavia,Salta,"-23,37218333","-63,09787778",Conectado
789,Polco,Chamical,La Rioja,"-30,419179","-66,346274",Conectado
790,Posadas,Capital,Misiones,"-27,43091389","-55,890025",Conectado
791,Pozo de los Indios,Vera,Santa Fe,"-28,94222222","-60,24888889",Conectado
792,Pozo Hondo,Jimenez,Santiago del Estero,"-27,16297222","-64,49022222",Conectado
793,Pozuelos,Rio Hondo,Santiago del Estero,"-27,30719444","-64,75613611",Conectado
794,Presidencia de La Plaza,Presidencia de La Plaza,Chaco,"-27,004389","-59,834389",Conectado
795,Presidencia Roque Saenz Peña,Comandante Fernandez,Chaco,"-26,79169444","-60,42769722",Conectado
796,Presidente Roca,Castellanos,Santa Fe,"-31,2091638","-61,61405",Conectado
797,Profesor Salvador Mazza,Gral.J. de San Martin,Salta,"-22,05193889","-63,68585833",Conectado
798,Puan,Puan,Buenos Aires,"-37,549146","-62,768711",Conectado
799,Pueblo Bellocq _Las Garzas,La Paz,Entre Ríos,"-31,42843333","-59,745075",Conectado
800,Pueblo Gouin,Carmen de Areco,Buenos Aires,"-34,49266","-59,80441",Conectado
801,Pueblo Independencia,Monteros,Tucumán,"-27,21913056","-65,52531389",Conectado
802,Pueblo Santa Lucia,Vera,Santa Fe,"-29,2828833","-60,4022583",Conectado
803,Pueblo Uranga,Rosario,Santa Fe,"-33,26216111","-60,704975",Conectado
804,Puelen,Puelen,La Pampa,"-37,34538333","-67,62198333",Conectado
805,Puente Lavayen,Santa Barbara,Jujuy,"-24,273311","-64,706158",Conectado
806,Puerta de Corral Quemado,Belen,Catamarca,"-27,225836","-66,922222",Conectado
807,Puerta de San Jose,Belen,Catamarca,"-27,548972","-67,004678",Conectado
808,Puerto Bermejo Nuevo,Bermejo,Chaco,"-26,907944","-58,54475",Conectado
809,Puerto Bermejo Viejo,Bermejo,Chaco,"-26,928028","-58,509333",Conectado
810,Puerto Eva Peron,Bermejo,Chaco,"-26,66416111","-58,63248333",Conectado
811,Puerto General San Martin,San Lorenzo,Santa Fe,"-32,71692","-60,730815",Conectado
812,Puerto Iguazu,Iguazu,Misiones,"-25,61106389","-54,56454444",Conectado
813,Puerto Ruiz,Gualeguay,Entre Ríos,"-33,22122222","-59,36337222",Conectado
814,Puesto de San Antonio,Capital,Santiago del Estero,"-27,66358056","-64,37835278",Conectado
815,Puesto Sey,Susques,Jujuy,"-23,94695556","-66,48796111",Conectado
816,Pumahuasi,Yavi,Jujuy,"-22,28788889","-65,68019444",Conectado
817,Punta de Balasto,Santa Maria,Catamarca,"-26,952478","-66,134342",Conectado
818,Punta de Los Llanos,General Angel V. Peñaloza,La Rioja,"-30,15361111","-66,54430556",Conectado
819,Purmamarca,Tumbaya,Jujuy,"-23,74052778","-65,50566667",Conectado
820,Quilino,Ischilin,Córdoba,"-30,21365341","-64,49597644",Conectado
821,Quimili,Moreno,Santiago del Estero,"-27,64094276","-62,41963553",Conectado
822,Quiros,La Paz,Catamarca,"-28,785864","-65,111003",Conectado
823,Rafael Garcia,Santa Maria,Córdoba,"-31,64705556","-64,25920556",Conectado
824,Rafael Obligado,Rojas,Buenos Aires,"-34,355977","-60,782604",Conectado
825,Rafaela,Castellanos,Santa Fe,"-31,22596396","-61,46998592",Conectado
826,Ramallo,Ramallo,Buenos Aires,"-33,49335833","-60,01433611",Conectado
827,Rancagua,Pergamino,Buenos Aires,"-34,030475","-60,501369",Conectado
828,Ranchillos,Cruz Alta,Tucumán,"-26,95306389","-65,04755556",Conectado
829,Ranchos,General Paz,Buenos Aires,"-35,519417","-58,309639",Conectado
830,Ranquil Norte,Malargüe,Mendoza,"-36,65908056","-69,83281389",Conectado
831,Rapelli,Pellegrini,Santiago del Estero,"-26,39255556","-64,5035",Conectado
832,Rauch,Rauch,Buenos Aires,"-36,775611","-59,077289",Conectado
833,Rawson.,Chacabuco,Buenos Aires,"-34,60525","-60,06969",Conectado
834,Real del Padre,San Rafael,Mendoza,"-34,84021667","-67,76325833",Conectado
835,Recreo,La Paz,Catamarca,"-29,28636474","-65,05546149",Conectado
836,Resistencia,San Fernando,Chaco,"-27,45595","-58,987239",Conectado
837,Riacho Negro,Pilcomayo,Formosa,"-25,424575","-57,79273333",Conectado
838,Riachuelo,Capital,Corrientes,"-27,58302368","-58,74638889",Conectado
839,Rincon de Nogoya,Victoria,Entre Ríos,"-32,78113889","-59,90544444",Conectado
840,Rio Chico,Rio Chico,Tucumán,"-27,481","-65,62085",Conectado
841,Rio Colorado,Pichi Mahuida,Rio Negro,"-38,983275","-64,10394722",Conectado
842,Rio Colorado,Leales,Tucumán,"-27,1501","-65,35580556",Conectado
843,Rio Cuarto,Rio Cuarto,Córdoba,"-33,10645278","-64,38693056",Conectado
844,Rio Gallegos,Güer Aike,Santa Cruz,"-51,6240333","-69,23635",Conectado
845,Rio Mayo,Rio Senguer,Chubut,"-45,691042","-70,249681",Conectado
846,Rio Primero,Rio Primero,Córdoba,"-31,334806","-63,621111",Conectado
847,Rio Seco,Monteros,Tucumán,"-27,26566886","-65,5490522",Conectado
848,Rio Tala,San Pedro,Buenos Aires,"-33,76966086","-59,63911192",Conectado
849,Rio Tercero,Tercero Arriba,Córdoba,"-32,17153489","-64,09687002",Conectado
850,Rio Villegas,Bariloche,Rio Negro,"-41,57824722","-71,50090833",Conectado
851,Rivera,Adolfo Alsina,Buenos Aires,"-37,155926","-63,244268",Conectado
852,Rocamora,Uruguay,Entre Ríos,"-32,34185556","-58,96866667",Conectado
853,Rodeito,San Pedro,Jujuy,"-24,27088333","-64,76883611",Conectado
854,Rojas,Rojas,Buenos Aires,"-34,208253","-60,72754",Conectado
855,Roldan,San Lorenzo,Santa Fe,"-32,89935","-60,91151667",Conectado
856,Roque Perez,Roque Perez,Buenos Aires,"-35,401994","-59,340283",Conectado
857,Rosales,Presidente Roque Saenz Peña,Córdoba,"-34,17432009","-63,15289388",Conectado
858,Rosario,Rosario,Santa Fe,"-33,014162","-60,629902",Conectado
859,Rosario,Rosario,Santa Fe,"-33,014162","-60,629902",Conectado
860,Rosario de Rio Grande,San Pedro,Jujuy,"-24,30761111","-64,93117778",Conectado
861,Rosario del Tala,Tala,Entre Ríos,"-32,3029444","-59,1311333",Conectado
862,Roversi,Moreno,Santiago del Estero,"-27,59288611","-61,94683333",Conectado
863,Rufino,General Lopez,Santa Fe,"-34,26319444","-62,70952778",Conectado
864,Rumi Punco,La Cocha,Tucumán,"-27,98310923","-65,57053452",Conectado
865,Saavedra,Saavedra,Buenos Aires,"-37,762572","-62,347044",Conectado
866,Saforcada,Junin,Buenos Aires,"-34,577542","-61,075861",Conectado
867,Saladillo,Saladillo,Buenos Aires,"-35,634893","-59,786639",Conectado
868,Salliquelo,Salliquelo,Buenos Aires,"-36,751767","-62,9604",Conectado
869,Salto,Salto,Buenos Aires,"-34,30625","-60,246444",Conectado
870,Salto Encantado,Cainguas,Misiones,"-27,08553889","-54,83634444",Conectado
871,Salvador Maria,Lobos,Buenos Aires,"-35,300167","-59,172833",Conectado
872,Sampacho,Rio Cuarto,Córdoba,"-33,38741389","-64,73015833",Conectado
873,Sampacho Silica,Sampacho,Córdoba,,,Conectado
874,San Agustin,Calamuchita,Córdoba,"-31,97598444","-64,37764921",Conectado
875,San Andres de Giles,San Andres de Giles,Buenos Aires,"-34,447194","-59,441972",Conectado
876,San Antonio,San Pedro,Jujuy,"-24,2181","-64,8061",Conectado
877,San Antonio,Gral. Manuel Belgrano,Misiones,"-26,055283","-53,736302",Conectado
878,San Antonio de Areco,San Antonio de Areco,Buenos Aires,"-34,242144","-59,474158",Conectado
879,San Antonio de Los Cobres,Los Andes,Salta,"-24,21747653","-66,31704704",Conectado
880,San Antonio Oeste,San Antonio,Rio Negro,"-40,72936667","-64,95979444",Conectado
881,San Basilio,Rio Cuarto,Córdoba,"-33,49868","-64,312453",Conectado
882,San Benito,Parana,Entre Ríos,"-31,77920581","-60,44202472",Conectado
883,San Carlos,Ituzaingo,Corrientes,"-27,74446944","-55,90027778",Conectado
884,San Carlos,San Carlos,Salta,"-25,893781","-65,93025",Conectado
885,San Carlos ,San Carlos,Mendoza,"-33,7712","-69,04103889",Conectado
886,San Carlos de Bariloche,Bariloche,Rio Negro,"-41,13321389","-71,2771",Conectado
887,San Carlos de Bolivar,Bolivar,Buenos Aires,"-36,23825153","-61,12312154",Conectado
888,San Fabian,San Jeronimo,Santa Fe,"-32,13619444","-60,98194444",Conectado
889,San Francisco,San Justo,Córdoba,"-31,42003889","-62,109325",Conectado
890,San Gregorio,General Lopez,Santa Fe,"-34,323481","-62,036482",Conectado
891,San Gustavo,La Paz,Entre Ríos,"-30,68958333","-59,39372222",Conectado
892,San Isidro ,Jachal,San Juan,"-30,14337529","-68,70398717",Conectado
893,San Isidro de Lules,Lules,Tucumán,"-26,916075","-65,33484444",Conectado
894,San Jaime de la Frontera,Federacion,Entre Ríos,"-30,34036111","-58,31655556",Conectado
895,San Javier,Adolfo Alsina,Rio Negro,"-40,75176944","-63,26638611",Conectado
896,San Jeronimo Sud,San Lorenzo,Santa Fe,"-32,878485","-61,02797022",Conectado
897,San Jose,Apostoles,Misiones,"-27,7686277","-55,7797916",Conectado
898,San Jose ,Coronel Suarez,Buenos Aires,"-37,50651014","-61,92107029",Conectado
899,San Jose de Feliciano,Feliciano,Entre Ríos,"-30,38419444","-58,75016667",Conectado
900,San Jose de Jachal,Jachal,San Juan,"-30,23394444","-68,747",Conectado
901,San Jose de La Cocha,La Cocha,Tucumán,"-27,73188611","-65,58468333",Conectado
902,San Jose de Las Salinas,Tulumba,Córdoba,"-30,00833744","-64,62203346",Conectado
903,San Jose Villa,Santa Maria,Catamarca,"-26,805606","-66,072725",Conectado
904,San Juan,Capital,San Juan,"-31,5172388","-68,5119083",Conectado
905,San Juan de Oros,Santa Catalina,Jujuy,"-22,22538333","-66,24793333",Conectado
906,San Lorenzo,Saladas,Corrientes,"-28,13557222","-58,76494444",Conectado
907,San Lorenzo,San Lorenzo,Santa Fe,"-32,74825833","-60,73253333",Conectado
908,San Lucas,San Pedro,Jujuy,"-24,26747222","-64,86437222",Conectado
909,San Luis,Juan Martin de Pueyrredon,San Luis,"-33,295528","-66,286983",Conectado
910,San Marcos Sud,Union,Córdoba,"-32,63026944","-62,48245",Conectado
911,San Martin de Los Andes,Lacar,Neuquén,"-40,15097222","-71,322375",Conectado
912,San Miguel de Tucuman,Capital,Tucumán,"-26,843875","-65,2299888",Conectado
913,San Miguel de Tucuman.,Capital,Tucumán,"-26,84388056","-65,230025",Conectado
914,San Miguel del Monte,Monte,Buenos Aires,"-35,447556","-58,81475",Conectado
915,San Nicolas,Chilecito,La Rioja,"-29,117936","-67,473299",Conectado
916,San Nicolas de Los Arroyos,San Nicolas,Buenos Aires,"-33,338883","-60,200961",Conectado
917,San Pedro,San Pedro,Misiones,"-26,62591667","-54,11433333",Conectado
918,San Pedro de Jujuy,San Pedro,Jujuy,"-24,23869444","-64,86322222",Conectado
919,San Pedro GNA,,Jujuy,"-24,260833","-64,9",Conectado
920,San Rafael,San Rafael,Mendoza,"-34,63154722","-68,34384722",Conectado
921,San Rafael.,San Rafael,Mendoza,"-34,63154722","-68,34384722",Conectado
922,San Ramon de La Nueva Oran,Oran,Salta,"-23,15741389","-64,33233333",Conectado
923,San Salvador,San Salvador,Entre Ríos,"-31,62430556","-58,51511111",Conectado
924,San Salvador de Jujuy,Dr. Manuel Belgrano,Jujuy,"-24,17875833","-65,32754167",Conectado
925,San Sebastian,Chivilcoy,Buenos Aires,"-34,9434722","-59,7043055",Conectado
926,San Vicente,Guarani,Misiones,"-26,99398333","-54,4873",Conectado
927,San Vicente ,San Vicente,Buenos Aires,"-35,026691","-58,434686",Conectado
928,San Victor,Feliciano,Entre Ríos,"-30,489175","-59,03319444",Conectado
929,Sancti Spiritu,General Lopez,Santa Fe,"-34,00811111","-62,23886667",Conectado
930,Santa Ana,Rio Chico,Tucumán,"-27,47348333","-65,68586111",Conectado
931,Santa Anita,Uruguay,Entre Ríos,"-32,17932151","-58,78968283",Conectado
932,Santa Catalina,Rio Cuarto,Córdoba,"-33,207175","-64,433314",Conectado
933,Santa Catalina,Santa Catalina,Jujuy,"-21,94499444","-66,05135278",Conectado
934,Santa Clara del Mar,Mar Chiquita,Buenos Aires,"-37,842042","-57,507356",Conectado
935,Santa Cruz,Valle Viejo,Catamarca,"-28,500486","-65,668192",Conectado
936,Santa Fe,Capital,Santa Fe,"-31,64006944","-60,66738889",Conectado
937,Santa Fe.,Capital,Santa Fe,"-31,64006944","-60,66738889",Conectado
938,Santa Florentina,Chilecito,La Rioja,"-29,130618","-67,555754",Conectado
939,Santa Isabel,Chalileo,La Pampa,"-36,232875","-66,93588889",Conectado
940,Santa Lucia,Monteros,Tucumán,"-27,095375","-65,53571111",Conectado
941,Santa Lucia.,Lavalle,Corrientes,"-28,97436783","-59,0988896",Conectado
942,Santa Maria,Santa Maria,Catamarca,"-26,698689","-66,041042",Conectado
943,Santa Maria,Capital,Santiago del Estero,"-27,94944444","-64,22102778",Conectado
944,Santa Regina,General Villegas,Buenos Aires,"-34,54884671","-63,17312058",Conectado
945,Santa Rosa,Capital,La Pampa,"-36,62735556","-64,271325",Conectado
946,Santa Rosa Ciudad,Santa Rosa,Mendoza,"-33,24877778","-68,11734167",Conectado
947,Santa Rosa de los Leales,Leales,Tucumán,"-27,13291667","-65,25911111",Conectado
948,Santa Teresa,Constitucion,Santa Fe,"-33,44197033","-60,78543403",Conectado
949,Santa Trinidad,Coronel Suarez,Buenos Aires,"-37,48786389","-61,92400278",Conectado
950,Santiago del Estero,Capital,Santiago del Estero,"-27,801075","-64,268625",Conectado
951,Santiago Temple,Rio Segundo,Córdoba,"-31,38528333","-63,41868611",Conectado
952,Santo Tomas,Collon Cura,Neuquén,"-39,823189","-70,101491",Conectado
953,Santo Tome,Capital,Santa Fe,"-31,65614722","-60,79196111",Conectado
954,Sargento Vidal,General Roca,Rio Negro,"-38,68420833","-68,15688333",Conectado
955,Sarmiento,Totoral,Córdoba,"-30,77575","-64,10851389",Conectado
956,Sauce de Luna,Federal,Entre Ríos,"-31,23784444","-59,21733056",Conectado
957,Sauce Montrull,Parana,Entre Ríos,"-31,7433472","-60,36095556",Conectado
958,Sauce Viejo,Capital,Santa Fe,"-31,77177778","-60,8375",Conectado
959,Sauzal,San Pedro,Jujuy,"-24,297675","-64,95749167",Conectado
960,Seclantas,Molinos,Salta,"-25,330528","-66,245903",Conectado
961,Segui,Parana,Entre Ríos,"-31,96060278","-60,12542222",Conectado
962,Selva,Rivadavia,Santiago del Estero,"-29,76361111","-62,04766667",Conectado
963,Senillosa,Confluencia,Neuquén,"-39,01334722","-68,42318889",Conectado
964,Serrezuela,Cruz del Eje,Córdoba,"-30,63915471","-65,39251412",Conectado
965,Sierra Colorada,9 de Julio,Rio Negro,"-40,58708333","-67,75604444",Conectado
966,Sierra de los Padres,General Pueyrredon,Buenos Aires,"-37,9369","-57,78494",Conectado
967,Simbol,Silipica,Santiago del Estero,"-28,101083","-64,214167",Conectado
968,Sinsacate,Totoral,Córdoba,"-30,943036","-64,094772",Conectado
969,Sir Leonard,La Paz,Entre Ríos,"-31,38955556","-59,50119444",Conectado
970,Socavones,Santa Maria,Córdoba,"-31,52745","-64,14669444",Conectado
971,Soldado Maldonado,Monteros,Tucumán,"-27,14471667","-65,56586944",Conectado
972,Solis,San Andres de Giles,Buenos Aires,"-34,297386","-59,323536",Conectado
973,Stroeder,Patagones,Buenos Aires,"-40,188158","-62,621825",Conectado
974,Suipacha,Suipacha,Buenos Aires,"-34,776292","-59,696286",Conectado
975,Sunchales,Castellanos,Santa Fe,"-30,946","-61,54761111",Conectado
976,Suncho Corral,Juan F. Ibarra,Santiago del Estero,"-27,93126667","-63,43138333",Conectado
977,Susana,Castellanos,Santa Fe,"-31,35711944","-61,5189",Conectado
978,Susques,Susques,Jujuy,"-23,39781667","-66,36625278",Conectado
979,Tabossi,Parana,Entre Ríos,"-31,80084722","-59,93928333",Conectado
980,Taco Pozo,Almirante Brown,Chaco,"-25,61474722","-63,26638889",Conectado
981,Tacural,Castellanos,Santa Fe,"-30,843125","-61,5899888",Conectado
982,Tafi del Valle,Tafi del Valle,Tucumán,"-26,84238056","-65,71021389",Conectado
983,Tancacha,Tercero Arriba,Córdoba,"-32,23435833","-63,9839",Conectado
984,Tandil,Tandil,Buenos Aires,"-37,29973889","-59,13361111",Conectado
985,Tapalque,Tapalque,Buenos Aires,"-36,360978","-60,031272",Conectado
