,Año,Trimestre,Provincia,Rango_Velocidad,Accesos
5110,2014,4,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0.0
5111,2014,4,Tucumán,+ 20 Mbps - 30 Mbps,196.0
5112,2014,3,Buenos Aires,+ 20 Mbps - 30 Mbps,243.32
5113,2014,3,Capital Federal,+ 20 Mbps - 30 Mbps,94.68
5114,2014,3,Catamarca,+ 20 Mbps - 30 Mbps,0.0
5115,2014,3,Chaco,+ 20 Mbps - 30 Mbps,5.0
5116,2014,3,Chubut,+ 20 Mbps - 30 Mbps,0.0
5117,2014,3,Córdoba,+ 20 Mbps - 30 Mbps,84.0
5118,2014,3,Corrientes,+ 20 Mbps - 30 Mbps,0.0
5119,2014,3,Entre Ríos,+ 20 Mbps - 30 Mbps,0.0
5120,2014,3,Formosa,+ 20 Mbps - 30 Mbps,0.0
5121,2014,3,Jujuy,+ 20 Mbps - 30 Mbps,0.0
5122,2014,3,La Pampa,+ 20 Mbps - 30 Mbps,4.0
5123,2014,3,La Rioja,+ 20 Mbps - 30 Mbps,0.0
5124,2014,3,Mendoza,+ 20 Mbps - 30 Mbps,13.0
5125,2014,3,Misiones,+ 20 Mbps - 30 Mbps,0.0
5126,2014,3,Neuquén,+ 20 Mbps - 30 Mbps,10.0
5127,2014,3,Río Negro,+ 20 Mbps - 30 Mbps,8.0
5128,2014,3,Salta,+ 20 Mbps - 30 Mbps,0.0
5129,2014,3,San Juan,+ 20 Mbps - 30 Mbps,0.0
5130,2014,3,San Luis,+ 20 Mbps - 30 Mbps,3.0
5131,2014,3,Santa Cruz,+ 20 Mbps - 30 Mbps,0.0
5132,2014,3,Santa Fe,+ 20 Mbps - 30 Mbps,38.0
5133,2014,3,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0.0
5134,2014,3,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0.0
5135,2014,3,Tucumán,+ 20 Mbps - 30 Mbps,4.0
5136,2014,2,Buenos Aires,+ 20 Mbps - 30 Mbps,284.32
5137,2014,2,Capital Federal,+ 20 Mbps - 30 Mbps,58.68
5138,2014,2,Catamarca,+ 20 Mbps - 30 Mbps,0.0
5139,2014,2,Chaco,+ 20 Mbps - 30 Mbps,5.0
5140,2014,2,Chubut,+ 20 Mbps - 30 Mbps,0.0
5141,2014,2,Córdoba,+ 20 Mbps - 30 Mbps,76.0
5142,2014,2,Corrientes,+ 20 Mbps - 30 Mbps,0.0
5143,2014,2,Entre Ríos,+ 20 Mbps - 30 Mbps,0.0
5144,2014,2,Formosa,+ 20 Mbps - 30 Mbps,0.0
5145,2014,2,Jujuy,+ 20 Mbps - 30 Mbps,0.0
5146,2014,2,La Pampa,+ 20 Mbps - 30 Mbps,4.0
5147,2014,2,La Rioja,+ 20 Mbps - 30 Mbps,0.0
5148,2014,2,Mendoza,+ 20 Mbps - 30 Mbps,5.0
5149,2014,2,Misiones,+ 20 Mbps - 30 Mbps,2.0
5150,2014,2,Neuquén,+ 20 Mbps - 30 Mbps,2.0
5151,2014,2,Río Negro,+ 20 Mbps - 30 Mbps,2.0
5152,2014,2,Salta,+ 20 Mbps - 30 Mbps,0.0
5153,2014,2,San Juan,+ 20 Mbps - 30 Mbps,0.0
5154,2014,2,San Luis,+ 20 Mbps - 30 Mbps,1.0
5155,2014,2,Santa Cruz,+ 20 Mbps - 30 Mbps,0.0
5156,2014,2,Santa Fe,+ 20 Mbps - 30 Mbps,34.0
5157,2014,2,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0.0
5158,2014,2,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0.0
5159,2014,2,Tucumán,+ 20 Mbps - 30 Mbps,4.0
5160,2014,1,Buenos Aires,+ 20 Mbps - 30 Mbps,206.16
5161,2014,1,Capital Federal,+ 20 Mbps - 30 Mbps,54.84
5162,2014,1,Catamarca,+ 20 Mbps - 30 Mbps,0.0
5163,2014,1,Chaco,+ 20 Mbps - 30 Mbps,5.0
5164,2014,1,Chubut,+ 20 Mbps - 30 Mbps,0.0
5165,2014,1,Córdoba,+ 20 Mbps - 30 Mbps,40.0
5166,2014,1,Corrientes,+ 20 Mbps - 30 Mbps,0.0
5167,2014,1,Entre Ríos,+ 20 Mbps - 30 Mbps,0.0
5168,2014,1,Formosa,+ 20 Mbps - 30 Mbps,0.0
5169,2014,1,Jujuy,+ 20 Mbps - 30 Mbps,0.0
5170,2014,1,La Pampa,+ 20 Mbps - 30 Mbps,4.0
5171,2014,1,La Rioja,+ 20 Mbps - 30 Mbps,0.0
5172,2014,1,Mendoza,+ 20 Mbps - 30 Mbps,6.0
5173,2014,1,Misiones,+ 20 Mbps - 30 Mbps,0.0
5174,2014,1,Neuquén,+ 20 Mbps - 30 Mbps,2.0
5175,2014,1,Río Negro,+ 20 Mbps - 30 Mbps,1.0
5176,2014,1,Salta,+ 20 Mbps - 30 Mbps,0.0
5177,2014,1,San Juan,+ 20 Mbps - 30 Mbps,0.0
5178,2014,1,San Luis,+ 20 Mbps - 30 Mbps,0.0
5179,2014,1,Santa Cruz,+ 20 Mbps - 30 Mbps,0.0
5180,2014,1,Santa Fe,+ 20 Mbps - 30 Mbps,23.0
5181,2014,1,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0.0
5182,2014,1,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0.0
5183,2014,1,Tucumán,+ 20 Mbps - 30 Mbps,3.0
5184,2022,4,Buenos Aires,+ 30 Mbps,3760109.0
5185,2022,4,Capital Federal,+ 30 Mbps,1299117.0
5186,2022,4,Catamarca,+ 30 Mbps,52739.0
5187,2022,4,Chaco,+ 30 Mbps,94866.0
5188,2022,4,Chubut,+ 30 Mbps,19048.0
5189,2022,4,Córdoba,+ 30 Mbps,686330.0
5190,2022,4,Corrientes,+ 30 Mbps,85806.0
5191,2022,4,Entre Ríos,+ 30 Mbps,130406.0
5192,2022,4,Formosa,+ 30 Mbps,18930.0
5193,2022,4,Jujuy,+ 30 Mbps,46910.0
5194,2022,4,La Pampa,+ 30 Mbps,19783.0
5195,2022,4,La Rioja,+ 30 Mbps,50644.0
5196,2022,4,Mendoza,+ 30 Mbps,161163.0
5197,2022,4,Misiones,+ 30 Mbps,101745.0
5198,2022,4,Neuquén,+ 30 Mbps,85247.0
5199,2022,4,Río Negro,+ 30 Mbps,57495.0
5200,2022,4,Salta,+ 30 Mbps,90014.0
5201,2022,4,San Juan,+ 30 Mbps,19991.0
5202,2022,4,San Luis,+ 30 Mbps,2227.0
5203,2022,4,Santa Cruz,+ 30 Mbps,5559.0
5204,2022,4,Santa Fe,+ 30 Mbps,453078.0
5205,2022,4,Santiago Del Estero,+ 30 Mbps,14345.0
5206,2022,4,Tierra Del Fuego,+ 30 Mbps,1812.0
5207,2022,4,Tucumán,+ 30 Mbps,153538.0
5208,2022,3,Buenos Aires,+ 30 Mbps,3618689.0
5209,2022,3,Capital Federal,+ 30 Mbps,1253105.0
5210,2022,3,Catamarca,+ 30 Mbps,50298.0
5211,2022,3,Chaco,+ 30 Mbps,79390.0
5212,2022,3,Chubut,+ 30 Mbps,17563.0
5213,2022,3,Córdoba,+ 30 Mbps,650344.0
5214,2022,3,Corrientes,+ 30 Mbps,56950.0
5215,2022,3,Entre Ríos,+ 30 Mbps,102195.0
5216,2022,3,Formosa,+ 30 Mbps,17704.0
5217,2022,3,Jujuy,+ 30 Mbps,45895.0
5218,2022,3,La Pampa,+ 30 Mbps,22731.0
5219,2022,3,La Rioja,+ 30 Mbps,50390.0
5220,2022,3,Mendoza,+ 30 Mbps,150043.0
5221,2022,3,Misiones,+ 30 Mbps,80330.0
5222,2022,3,Neuquén,+ 30 Mbps,78713.0
5223,2022,3,Río Negro,+ 30 Mbps,42596.0
5224,2022,3,Salta,+ 30 Mbps,85661.0
5225,2022,3,San Juan,+ 30 Mbps,19221.0
5226,2022,3,San Luis,+ 30 Mbps,13.0
5227,2022,3,Santa Cruz,+ 30 Mbps,4604.0
5228,2022,3,Santa Fe,+ 30 Mbps,396352.0
5229,2022,3,Santiago Del Estero,+ 30 Mbps,12342.0
5230,2022,3,Tierra Del Fuego,+ 30 Mbps,1021.0
5231,2022,3,Tucumán,+ 30 Mbps,159600.0
5232,2022,2,Buenos Aires,+ 30 Mbps,3535757.0
5233,2022,2,Capital Federal,+ 30 Mbps,1229254.0
5234,2022,2,Catamarca,+ 30 Mbps,43926.0
5235,2022,2,Chaco,+ 30 Mbps,76271.0
5236,2022,2,Chubut,+ 30 Mbps,15394.0
5237,2022,2,Córdoba,+ 30 Mbps,619400.0
5238,2022,2,Corrientes,+ 30 Mbps,55071.0
5239,2022,2,Entre Ríos,+ 30 Mbps,98769.0
5240,2022,2,Formosa,+ 30 Mbps,16326.0
5241,2022,2,Jujuy,+ 30 Mbps,37391.0
5242,2022,2,La Pampa,+ 30 Mbps,17125.0
5243,2022,2,La Rioja,+ 30 Mbps,48920.0
5244,2022,2,Mendoza,+ 30 Mbps,121366.0
5245,2022,2,Misiones,+ 30 Mbps,75107.0
5246,2022,2,Neuquén,+ 30 Mbps,76982.0
5247,2022,2,Río Negro,+ 30 Mbps,41972.0
5248,2022,2,Salta,+ 30 Mbps,81478.0
5249,2022,2,San Juan,+ 30 Mbps,16701.0
5250,2022,2,San Luis,+ 30 Mbps,13.0
5251,2022,2,Santa Cruz,+ 30 Mbps,3592.0
5252,2022,2,Santa Fe,+ 30 Mbps,373888.0
5253,2022,2,Santiago Del Estero,+ 30 Mbps,10672.0
5254,2022,2,Tierra Del Fuego,+ 30 Mbps,1006.0
5255,2022,2,Tucumán,+ 30 Mbps,145541.0
5256,2022,1,Buenos Aires,+ 30 Mbps,3381049.0
5257,2022,1,Capital Federal,+ 30 Mbps,1188072.0
5258,2022,1,Catamarca,+ 30 Mbps,35715.0
5259,2022,1,Chaco,+ 30 Mbps,62946.0
5260,2022,1,Chubut,+ 30 Mbps,14055.0
5261,2022,1,Córdoba,+ 30 Mbps,577027.0
5262,2022,1,Corrientes,+ 30 Mbps,43631.0
5263,2022,1,Entre Ríos,+ 30 Mbps,81757.0
5264,2022,1,Formosa,+ 30 Mbps,15028.0
5265,2022,1,Jujuy,+ 30 Mbps,35287.0
5266,2022,1,La Pampa,+ 30 Mbps,14400.0
5267,2022,1,La Rioja,+ 30 Mbps,45970.0
5268,2022,1,Mendoza,+ 30 Mbps,95048.0
5269,2022,1,Misiones,+ 30 Mbps,58610.0
5270,2022,1,Neuquén,+ 30 Mbps,71238.0
5271,2022,1,Río Negro,+ 30 Mbps,37729.0
5272,2022,1,Salta,+ 30 Mbps,76838.0
5273,2022,1,San Juan,+ 30 Mbps,11916.0
5274,2022,1,San Luis,+ 30 Mbps,13.0
5275,2022,1,Santa Cruz,+ 30 Mbps,2551.0
5276,2022,1,Santa Fe,+ 30 Mbps,344170.0
5277,2022,1,Santiago Del Estero,+ 30 Mbps,8309.0
5278,2022,1,Tierra Del Fuego,+ 30 Mbps,982.0
5279,2022,1,Tucumán,+ 30 Mbps,133846.0
5280,2021,4,Buenos Aires,+ 30 Mbps,3259793.0
5281,2021,4,Capital Federal,+ 30 Mbps,1147939.0
5282,2021,4,Catamarca,+ 30 Mbps,29827.0
5283,2021,4,Chaco,+ 30 Mbps,58435.0
5284,2021,4,Chubut,+ 30 Mbps,2904.0
5285,2021,4,Córdoba,+ 30 Mbps,538700.0
5286,2021,4,Corrientes,+ 30 Mbps,39911.0
5287,2021,4,Entre Ríos,+ 30 Mbps,77290.0
5288,2021,4,Formosa,+ 30 Mbps,13775.0
5289,2021,4,Jujuy,+ 30 Mbps,33421.0
5290,2021,4,La Pampa,+ 30 Mbps,12184.0
5291,2021,4,La Rioja,+ 30 Mbps,43424.0
5292,2021,4,Mendoza,+ 30 Mbps,75031.0
5293,2021,4,Misiones,+ 30 Mbps,54596.0
5294,2021,4,Neuquén,+ 30 Mbps,69217.0
5295,2021,4,Río Negro,+ 30 Mbps,36142.0
5296,2021,4,Salta,+ 30 Mbps,72622.0
5297,2021,4,San Juan,+ 30 Mbps,9800.0
5298,2021,4,San Luis,+ 30 Mbps,9.0
5299,2021,4,Santa Cruz,+ 30 Mbps,876.0
5300,2021,4,Santa Fe,+ 30 Mbps,322015.0
5301,2021,4,Santiago Del Estero,+ 30 Mbps,7537.0
5302,2021,4,Tierra Del Fuego,+ 30 Mbps,1017.0
5303,2021,4,Tucumán,+ 30 Mbps,125857.0
5304,2021,3,Buenos Aires,+ 30 Mbps,2482266.0
5305,2021,3,Capital Federal,+ 30 Mbps,1075229.0
5306,2021,3,Catamarca,+ 30 Mbps,26618.0
5307,2021,3,Chaco,+ 30 Mbps,49705.0
5308,2021,3,Chubut,+ 30 Mbps,1643.0
5309,2021,3,Córdoba,+ 30 Mbps,476459.0
5310,2021,3,Corrientes,+ 30 Mbps,35468.0
5311,2021,3,Entre Ríos,+ 30 Mbps,67961.0
5312,2021,3,Formosa,+ 30 Mbps,12707.0
5313,2021,3,Jujuy,+ 30 Mbps,29917.0
5314,2021,3,La Pampa,+ 30 Mbps,10506.0
5315,2021,3,La Rioja,+ 30 Mbps,42613.0
5316,2021,3,Mendoza,+ 30 Mbps,21087.0
5317,2021,3,Misiones,+ 30 Mbps,42291.0
5318,2021,3,Neuquén,+ 30 Mbps,57919.0
5319,2021,3,Río Negro,+ 30 Mbps,34011.0
5320,2021,3,Salta,+ 30 Mbps,67010.0
5321,2021,3,San Juan,+ 30 Mbps,278.0
5322,2021,3,San Luis,+ 30 Mbps,22.0
5323,2021,3,Santa Cruz,+ 30 Mbps,678.0
5324,2021,3,Santa Fe,+ 30 Mbps,290793.0
5325,2021,3,Santiago Del Estero,+ 30 Mbps,6863.0
5326,2021,3,Tierra Del Fuego,+ 30 Mbps,976.0
5327,2021,3,Tucumán,+ 30 Mbps,115154.0
5328,2021,2,Buenos Aires,+ 30 Mbps,2337604.0
5329,2021,2,Capital Federal,+ 30 Mbps,1037752.0
5330,2021,2,Catamarca,+ 30 Mbps,25388.0
5331,2021,2,Chaco,+ 30 Mbps,47239.0
5332,2021,2,Chubut,+ 30 Mbps,1112.0
5333,2021,2,Córdoba,+ 30 Mbps,442357.0
5334,2021,2,Corrientes,+ 30 Mbps,32697.0
5335,2021,2,Entre Ríos,+ 30 Mbps,61605.0
5336,2021,2,Formosa,+ 30 Mbps,11077.0
5337,2021,2,Jujuy,+ 30 Mbps,29950.0
5338,2021,2,La Pampa,+ 30 Mbps,9311.0
5339,2021,2,La Rioja,+ 30 Mbps,42158.0
5340,2021,2,Mendoza,+ 30 Mbps,20686.0
5341,2021,2,Misiones,+ 30 Mbps,38308.0
5342,2021,2,Neuquén,+ 30 Mbps,54008.0
5343,2021,2,Río Negro,+ 30 Mbps,31488.0
5344,2021,2,Salta,+ 30 Mbps,58882.0
5345,2021,2,San Juan,+ 30 Mbps,278.0
5346,2021,2,San Luis,+ 30 Mbps,22.0
5347,2021,2,Santa Cruz,+ 30 Mbps,676.0
5348,2021,2,Santa Fe,+ 30 Mbps,262124.0
5349,2021,2,Santiago Del Estero,+ 30 Mbps,6064.0
5350,2021,2,Tierra Del Fuego,+ 30 Mbps,889.0
5351,2021,2,Tucumán,+ 30 Mbps,109616.0
5352,2021,1,Buenos Aires,+ 30 Mbps,2246313.0
5353,2021,1,Capital Federal,+ 30 Mbps,1003041.0
5354,2021,1,Catamarca,+ 30 Mbps,22996.0
5355,2021,1,Chaco,+ 30 Mbps,42462.0
5356,2021,1,Chubut,+ 30 Mbps,1112.0
5357,2021,1,Córdoba,+ 30 Mbps,402191.0
5358,2021,1,Corrientes,+ 30 Mbps,27641.0
5359,2021,1,Entre Ríos,+ 30 Mbps,54600.0
5360,2021,1,Formosa,+ 30 Mbps,9579.0
5361,2021,1,Jujuy,+ 30 Mbps,25609.0
5362,2021,1,La Pampa,+ 30 Mbps,7368.0
5363,2021,1,La Rioja,+ 30 Mbps,5074.0
5364,2021,1,Mendoza,+ 30 Mbps,16615.0
5365,2021,1,Misiones,+ 30 Mbps,32953.0
5366,2021,1,Neuquén,+ 30 Mbps,50840.0
5367,2021,1,Río Negro,+ 30 Mbps,29589.0
5368,2021,1,Salta,+ 30 Mbps,54889.0
5369,2021,1,San Juan,+ 30 Mbps,276.0
5370,2021,1,San Luis,+ 30 Mbps,22.0
5371,2021,1,Santa Cruz,+ 30 Mbps,647.0
5372,2021,1,Santa Fe,+ 30 Mbps,236924.0
5373,2021,1,Santiago Del Estero,+ 30 Mbps,4868.0
5374,2021,1,Tierra Del Fuego,+ 30 Mbps,919.0
5375,2021,1,Tucumán,+ 30 Mbps,103437.0
5376,2020,4,Buenos Aires,+ 30 Mbps,2176242.0
5377,2020,4,Capital Federal,+ 30 Mbps,1000073.0
5378,2020,4,Catamarca,+ 30 Mbps,20406.0
5379,2020,4,Chaco,+ 30 Mbps,40949.0
5380,2020,4,Chubut,+ 30 Mbps,1112.0
5381,2020,4,Córdoba,+ 30 Mbps,384169.0
5382,2020,4,Corrientes,+ 30 Mbps,26789.0
5383,2020,4,Entre Ríos,+ 30 Mbps,53141.0
5384,2020,4,Formosa,+ 30 Mbps,8946.0
5385,2020,4,Jujuy,+ 30 Mbps,19282.0
5386,2020,4,La Pampa,+ 30 Mbps,6257.0
5387,2020,4,La Rioja,+ 30 Mbps,4979.0
5388,2020,4,Mendoza,+ 30 Mbps,11557.0
5389,2020,4,Misiones,+ 30 Mbps,32264.0
5390,2020,4,Neuquén,+ 30 Mbps,50776.0
5391,2020,4,Río Negro,+ 30 Mbps,29372.0
5392,2020,4,Salta,+ 30 Mbps,46697.0
5393,2020,4,San Juan,+ 30 Mbps,275.0
5394,2020,4,San Luis,+ 30 Mbps,22.0
5395,2020,4,Santa Cruz,+ 30 Mbps,647.0
5396,2020,4,Santa Fe,+ 30 Mbps,226246.0
5397,2020,4,Santiago Del Estero,+ 30 Mbps,4520.0
5398,2020,4,Tierra Del Fuego,+ 30 Mbps,922.0
5399,2020,4,Tucumán,+ 30 Mbps,93594.0
5400,2020,3,Buenos Aires,+ 30 Mbps,2085815.0
5401,2020,3,Capital Federal,+ 30 Mbps,977766.0
5402,2020,3,Catamarca,+ 30 Mbps,18886.0
5403,2020,3,Chaco,+ 30 Mbps,38729.0
5404,2020,3,Chubut,+ 30 Mbps,1110.0
5405,2020,3,Córdoba,+ 30 Mbps,361021.0
5406,2020,3,Corrientes,+ 30 Mbps,25344.0
5407,2020,3,Entre Ríos,+ 30 Mbps,49395.0
5408,2020,3,Formosa,+ 30 Mbps,8219.0
5409,2020,3,Jujuy,+ 30 Mbps,15238.0
5410,2020,3,La Pampa,+ 30 Mbps,6322.0
5411,2020,3,La Rioja,+ 30 Mbps,4748.0
5412,2020,3,Mendoza,+ 30 Mbps,8237.0
5413,2020,3,Misiones,+ 30 Mbps,30987.0
5414,2020,3,Neuquén,+ 30 Mbps,49439.0
5415,2020,3,Río Negro,+ 30 Mbps,28488.0
5416,2020,3,Salta,+ 30 Mbps,43773.0
5417,2020,3,San Juan,+ 30 Mbps,128.0
5418,2020,3,San Luis,+ 30 Mbps,8.0
5419,2020,3,Santa Cruz,+ 30 Mbps,120.0
5420,2020,3,Santa Fe,+ 30 Mbps,210562.0
5421,2020,3,Santiago Del Estero,+ 30 Mbps,3994.0
5422,2020,3,Tierra Del Fuego,+ 30 Mbps,937.0
5423,2020,3,Tucumán,+ 30 Mbps,84195.0
5424,2020,2,Buenos Aires,+ 30 Mbps,1894466.0
5425,2020,2,Capital Federal,+ 30 Mbps,935481.0
5426,2020,2,Catamarca,+ 30 Mbps,16578.0
5427,2020,2,Chaco,+ 30 Mbps,33311.0
5428,2020,2,Chubut,+ 30 Mbps,614.0
5429,2020,2,Córdoba,+ 30 Mbps,325243.0
5430,2020,2,Corrientes,+ 30 Mbps,22418.0
5431,2020,2,Entre Ríos,+ 30 Mbps,43391.0
5432,2020,2,Formosa,+ 30 Mbps,7475.0
5433,2020,2,Jujuy,+ 30 Mbps,9417.0
5434,2020,2,La Pampa,+ 30 Mbps,3377.0
5435,2020,2,La Rioja,+ 30 Mbps,4336.0
5436,2020,2,Mendoza,+ 30 Mbps,5422.0
5437,2020,2,Misiones,+ 30 Mbps,28763.0
5438,2020,2,Neuquén,+ 30 Mbps,46432.0
5439,2020,2,Río Negro,+ 30 Mbps,26953.0
5440,2020,2,Salta,+ 30 Mbps,39594.0
5441,2020,2,San Juan,+ 30 Mbps,127.0
5442,2020,2,San Luis,+ 30 Mbps,8.0
5443,2020,2,Santa Cruz,+ 30 Mbps,119.0
5444,2020,2,Santa Fe,+ 30 Mbps,189473.0
5445,2020,2,Santiago Del Estero,+ 30 Mbps,3328.0
5446,2020,2,Tierra Del Fuego,+ 30 Mbps,796.0
5447,2020,2,Tucumán,+ 30 Mbps,74377.0
5448,2020,1,Buenos Aires,+ 30 Mbps,1802583.0
5449,2020,1,Capital Federal,+ 30 Mbps,906009.0
5450,2020,1,Catamarca,+ 30 Mbps,10299.0
5451,2020,1,Chaco,+ 30 Mbps,28539.0
5452,2020,1,Chubut,+ 30 Mbps,614.0
5453,2020,1,Córdoba,+ 30 Mbps,296875.0
5454,2020,1,Corrientes,+ 30 Mbps,19467.0
5455,2020,1,Entre Ríos,+ 30 Mbps,39794.0
5456,2020,1,Formosa,+ 30 Mbps,6918.0
5457,2020,1,Jujuy,+ 30 Mbps,7349.0
5458,2020,1,La Pampa,+ 30 Mbps,2113.0
5459,2020,1,La Rioja,+ 30 Mbps,1294.0
5460,2020,1,Mendoza,+ 30 Mbps,3818.0
5461,2020,1,Misiones,+ 30 Mbps,26313.0
5462,2020,1,Neuquén,+ 30 Mbps,43738.0
5463,2020,1,Río Negro,+ 30 Mbps,25488.0
5464,2020,1,Salta,+ 30 Mbps,34744.0
5465,2020,1,San Juan,+ 30 Mbps,127.0
5466,2020,1,San Luis,+ 30 Mbps,5.0
5467,2020,1,Santa Cruz,+ 30 Mbps,119.0
5468,2020,1,Santa Fe,+ 30 Mbps,173823.0
5469,2020,1,Santiago Del Estero,+ 30 Mbps,2799.0
5470,2020,1,Tierra Del Fuego,+ 30 Mbps,518.0
5471,2020,1,Tucumán,+ 30 Mbps,67536.0
5472,2019,4,Buenos Aires,+ 30 Mbps,1465133.0
5473,2019,4,Capital Federal,+ 30 Mbps,753805.0
5474,2019,4,Catamarca,+ 30 Mbps,7477.0
5475,2019,4,Chaco,+ 30 Mbps,21556.0
5476,2019,4,Chubut,+ 30 Mbps,614.0
5477,2019,4,Córdoba,+ 30 Mbps,221742.0
5478,2019,4,Corrientes,+ 30 Mbps,15744.0
5479,2019,4,Entre Ríos,+ 30 Mbps,30153.0
5480,2019,4,Formosa,+ 30 Mbps,5671.0
5481,2019,4,Jujuy,+ 30 Mbps,5286.0
5482,2019,4,La Pampa,+ 30 Mbps,1342.0
5483,2019,4,La Rioja,+ 30 Mbps,1305.0
5484,2019,4,Mendoza,+ 30 Mbps,2628.0
5485,2019,4,Misiones,+ 30 Mbps,20799.0
5486,2019,4,Neuquén,+ 30 Mbps,35001.0
5487,2019,4,Río Negro,+ 30 Mbps,19837.0
5488,2019,4,Salta,+ 30 Mbps,25821.0
5489,2019,4,San Juan,+ 30 Mbps,127.0
5490,2019,4,San Luis,+ 30 Mbps,3.0
5491,2019,4,Santa Cruz,+ 30 Mbps,8.0
5492,2019,4,Santa Fe,+ 30 Mbps,135576.0
5493,2019,4,Santiago Del Estero,+ 30 Mbps,2449.0
5494,2019,4,Tierra Del Fuego,+ 30 Mbps,1962.0
5495,2019,4,Tucumán,+ 30 Mbps,56707.0
5496,2019,3,Buenos Aires,+ 30 Mbps,1246209.0
5497,2019,3,Capital Federal,+ 30 Mbps,655108.0
5498,2019,3,Catamarca,+ 30 Mbps,15.0
5499,2019,3,Chaco,+ 30 Mbps,16740.0
5500,2019,3,Chubut,+ 30 Mbps,614.0
5501,2019,3,Córdoba,+ 30 Mbps,157546.0
5502,2019,3,Corrientes,+ 30 Mbps,12674.0
5503,2019,3,Entre Ríos,+ 30 Mbps,22645.0
5504,2019,3,Formosa,+ 30 Mbps,4443.0
5505,2019,3,Jujuy,+ 30 Mbps,3671.0
5506,2019,3,La Pampa,+ 30 Mbps,941.0
5507,2019,3,La Rioja,+ 30 Mbps,1307.0
5508,2019,3,Mendoza,+ 30 Mbps,349.0
5509,2019,3,Misiones,+ 30 Mbps,16650.0
5510,2019,3,Neuquén,+ 30 Mbps,28458.0
5511,2019,3,Río Negro,+ 30 Mbps,15505.0
5512,2019,3,Salta,+ 30 Mbps,12357.0
5513,2019,3,San Juan,+ 30 Mbps,128.0
5514,2019,3,San Luis,+ 30 Mbps,5.0
5515,2019,3,Santa Cruz,+ 30 Mbps,4.0
5516,2019,3,Santa Fe,+ 30 Mbps,97082.0
5517,2019,3,Santiago Del Estero,+ 30 Mbps,1836.0
5518,2019,3,Tierra Del Fuego,+ 30 Mbps,226.0
5519,2019,3,Tucumán,+ 30 Mbps,20385.0
5520,2019,2,Buenos Aires,+ 30 Mbps,985767.0
5521,2019,2,Capital Federal,+ 30 Mbps,475991.0
5522,2019,2,Catamarca,+ 30 Mbps,10.0
5523,2019,2,Chaco,+ 30 Mbps,9904.0
5524,2019,2,Chubut,+ 30 Mbps,165.0
5525,2019,2,Córdoba,+ 30 Mbps,76053.0
5526,2019,2,Corrientes,+ 30 Mbps,7119.0
5527,2019,2,Entre Ríos,+ 30 Mbps,10664.0
5528,2019,2,Formosa,+ 30 Mbps,2258.0
5529,2019,2,Jujuy,+ 30 Mbps,2600.0
5530,2019,2,La Pampa,+ 30 Mbps,629.0
5531,2019,2,La Rioja,+ 30 Mbps,1298.0
5532,2019,2,Mendoza,+ 30 Mbps,234.0
5533,2019,2,Misiones,+ 30 Mbps,8129.0
5534,2019,2,Neuquén,+ 30 Mbps,14132.0
5535,2019,2,Río Negro,+ 30 Mbps,6907.0
5536,2019,2,Salta,+ 30 Mbps,6461.0
5537,2019,2,San Juan,+ 30 Mbps,4.0
5538,2019,2,San Luis,+ 30 Mbps,5.0
5539,2019,2,Santa Cruz,+ 30 Mbps,4.0
5540,2019,2,Santa Fe,+ 30 Mbps,49865.0
5541,2019,2,Santiago Del Estero,+ 30 Mbps,1205.0
5542,2019,2,Tierra Del Fuego,+ 30 Mbps,32.0
5543,2019,2,Tucumán,+ 30 Mbps,18394.0
5544,2019,1,Buenos Aires,+ 30 Mbps,705769.0
5545,2019,1,Capital Federal,+ 30 Mbps,283463.0
5546,2019,1,Catamarca,+ 30 Mbps,7.0
5547,2019,1,Chaco,+ 30 Mbps,6368.0
5548,2019,1,Chubut,+ 30 Mbps,165.0
5549,2019,1,Córdoba,+ 30 Mbps,50716.0
5550,2019,1,Corrientes,+ 30 Mbps,5029.0
5551,2019,1,Entre Ríos,+ 30 Mbps,7619.0
5552,2019,1,Formosa,+ 30 Mbps,1654.0
5553,2019,1,Jujuy,+ 30 Mbps,1141.0
5554,2019,1,La Pampa,+ 30 Mbps,405.0
5555,2019,1,La Rioja,+ 30 Mbps,869.0
5556,2019,1,Mendoza,+ 30 Mbps,140.0
5557,2019,1,Misiones,+ 30 Mbps,5167.0
5558,2019,1,Neuquén,+ 30 Mbps,11026.0
5559,2019,1,Río Negro,+ 30 Mbps,5076.0
5560,2019,1,Salta,+ 30 Mbps,2242.0
5561,2019,1,San Juan,+ 30 Mbps,2.0
5562,2019,1,San Luis,+ 30 Mbps,2.0
5563,2019,1,Santa Cruz,+ 30 Mbps,4.0
5564,2019,1,Santa Fe,+ 30 Mbps,36502.0
5565,2019,1,Santiago Del Estero,+ 30 Mbps,494.0
5566,2019,1,Tierra Del Fuego,+ 30 Mbps,29.0
5567,2019,1,Tucumán,+ 30 Mbps,14839.0
5568,2018,4,Buenos Aires,+ 30 Mbps,265386.0
