,Año,Trimestre,Provincia,Tipo_Banda,Accesos
1041,2021,1,Jujuy,Dial up,0.0
1042,2021,1,La Pampa,Dial up,116.0
1043,2021,1,La Rioja,Dial up,3.0
1044,2021,1,Mendoza,Dial up,615.0
1045,2021,1,Misiones,Dial up,0.0
1046,2021,1,Neuquén,Dial up,373.0
1047,2021,1,Río Negro,Dial up,501.0
1048,2021,1,Salta,Dial up,2.0
1049,2021,1,San Juan,Dial up,256.0
1050,2021,1,San Luis,Dial up,148.0
1051,2021,1,Santa Cruz,Dial up,197.0
1052,2021,1,Santa Fe,Dial up,137.0
1053,2021,1,Santiago Del Estero,Dial up,1.0
1054,2021,1,Tierra Del Fuego,Dial up,289.0
1055,2021,1,Tucumán,Dial up,22.0
1056,2020,4,Buenos Aires,Dial up,5066.0
1057,2020,4,Capital Federal,Dial up,1390.0
1058,2020,4,Catamarca,Dial up,1.0
1059,2020,4,Chaco,Dial up,3.0
1060,2020,4,Chubut,Dial up,825.0
1061,2020,4,Córdoba,Dial up,55.0
1062,2020,4,Corrientes,Dial up,3.0
1063,2020,4,Entre Ríos,Dial up,13.0
1064,2020,4,Formosa,Dial up,0.0
1065,2020,4,Jujuy,Dial up,0.0
1066,2020,4,La Pampa,Dial up,116.0
1067,2020,4,La Rioja,Dial up,3.0
1068,2020,4,Mendoza,Dial up,615.0
1069,2020,4,Misiones,Dial up,0.0
1070,2020,4,Neuquén,Dial up,373.0
1071,2020,4,Río Negro,Dial up,501.0
1072,2020,4,Salta,Dial up,2.0
1073,2020,4,San Juan,Dial up,256.0
1074,2020,4,San Luis,Dial up,148.0
1075,2020,4,Santa Cruz,Dial up,197.0
1076,2020,4,Santa Fe,Dial up,137.0
1077,2020,4,Santiago Del Estero,Dial up,1.0
1078,2020,4,Tierra Del Fuego,Dial up,289.0
1079,2020,4,Tucumán,Dial up,22.0
1080,2020,3,Buenos Aires,Dial up,5066.0
1081,2020,3,Capital Federal,Dial up,1390.0
1082,2020,3,Catamarca,Dial up,1.0
1083,2020,3,Chaco,Dial up,3.0
1084,2020,3,Chubut,Dial up,825.0
1085,2020,3,Córdoba,Dial up,55.0
1086,2020,3,Corrientes,Dial up,3.0
1087,2020,3,Entre Ríos,Dial up,13.0
1088,2020,3,Formosa,Dial up,0.0
1089,2020,3,Jujuy,Dial up,0.0
1090,2020,3,La Pampa,Dial up,116.0
1091,2020,3,La Rioja,Dial up,3.0
1092,2020,3,Mendoza,Dial up,615.0
1093,2020,3,Misiones,Dial up,0.0
1094,2020,3,Neuquén,Dial up,373.0
1095,2020,3,Río Negro,Dial up,501.0
1096,2020,3,Salta,Dial up,2.0
1097,2020,3,San Juan,Dial up,256.0
1098,2020,3,San Luis,Dial up,148.0
1099,2020,3,Santa Cruz,Dial up,197.0
1100,2020,3,Santa Fe,Dial up,137.0
1101,2020,3,Santiago Del Estero,Dial up,1.0
1102,2020,3,Tierra Del Fuego,Dial up,289.0
1103,2020,3,Tucumán,Dial up,22.0
1104,2020,2,Buenos Aires,Dial up,5066.0
1105,2020,2,Capital Federal,Dial up,1390.0
1106,2020,2,Catamarca,Dial up,1.0
1107,2020,2,Chaco,Dial up,3.0
1108,2020,2,Chubut,Dial up,825.0
1109,2020,2,Córdoba,Dial up,55.0
1110,2020,2,Corrientes,Dial up,3.0
1111,2020,2,Entre Ríos,Dial up,13.0
1112,2020,2,Formosa,Dial up,0.0
1113,2020,2,Jujuy,Dial up,0.0
1114,2020,2,La Pampa,Dial up,116.0
1115,2020,2,La Rioja,Dial up,3.0
1116,2020,2,Mendoza,Dial up,615.0
1117,2020,2,Misiones,Dial up,0.0
1118,2020,2,Neuquén,Dial up,373.0
1119,2020,2,Río Negro,Dial up,501.0
1120,2020,2,Salta,Dial up,2.0
1121,2020,2,San Juan,Dial up,256.0
1122,2020,2,San Luis,Dial up,148.0
1123,2020,2,Santa Cruz,Dial up,197.0
1124,2020,2,Santa Fe,Dial up,137.0
1125,2020,2,Santiago Del Estero,Dial up,1.0
1126,2020,2,Tierra Del Fuego,Dial up,289.0
1127,2020,2,Tucumán,Dial up,22.0
1128,2020,1,Buenos Aires,Dial up,5066.0
1129,2020,1,Capital Federal,Dial up,1390.0
1130,2020,1,Catamarca,Dial up,1.0
1131,2020,1,Chaco,Dial up,3.0
1132,2020,1,Chubut,Dial up,800.0
1133,2020,1,Córdoba,Dial up,55.0
1134,2020,1,Corrientes,Dial up,3.0
1135,2020,1,Entre Ríos,Dial up,13.0
1136,2020,1,Formosa,Dial up,0.0
1137,2020,1,Jujuy,Dial up,0.0
1138,2020,1,La Pampa,Dial up,116.0
1139,2020,1,La Rioja,Dial up,3.0
1140,2020,1,Mendoza,Dial up,615.0
1141,2020,1,Misiones,Dial up,0.0
1142,2020,1,Neuquén,Dial up,373.0
1143,2020,1,Río Negro,Dial up,501.0
1144,2020,1,Salta,Dial up,2.0
1145,2020,1,San Juan,Dial up,256.0
1146,2020,1,San Luis,Dial up,148.0
1147,2020,1,Santa Cruz,Dial up,197.0
1148,2020,1,Santa Fe,Dial up,137.0
1149,2020,1,Santiago Del Estero,Dial up,1.0
1150,2020,1,Tierra Del Fuego,Dial up,289.0
1151,2020,1,Tucumán,Dial up,22.0
1152,2019,4,Buenos Aires,Dial up,5134.0
1153,2019,4,Capital Federal,Dial up,1410.0
1154,2019,4,Catamarca,Dial up,1.0
1155,2019,4,Chaco,Dial up,3.0
1156,2019,4,Chubut,Dial up,810.0
1157,2019,4,Córdoba,Dial up,55.0
1158,2019,4,Corrientes,Dial up,3.0
1159,2019,4,Entre Ríos,Dial up,13.0
1160,2019,4,Formosa,Dial up,0.0
1161,2019,4,Jujuy,Dial up,0.0
1162,2019,4,La Pampa,Dial up,119.0
1163,2019,4,La Rioja,Dial up,3.0
1164,2019,4,Mendoza,Dial up,623.0
1165,2019,4,Misiones,Dial up,0.0
1166,2019,4,Neuquén,Dial up,376.0
1167,2019,4,Río Negro,Dial up,504.0
1168,2019,4,Salta,Dial up,2.0
1169,2019,4,San Juan,Dial up,259.0
1170,2019,4,San Luis,Dial up,148.0
1171,2019,4,Santa Cruz,Dial up,200.0
1172,2019,4,Santa Fe,Dial up,150.0
1173,2019,4,Santiago Del Estero,Dial up,1.0
1174,2019,4,Tierra Del Fuego,Dial up,291.0
1175,2019,4,Tucumán,Dial up,23.0
1176,2019,3,Buenos Aires,Dial up,10119.0
1177,2019,3,Capital Federal,Dial up,3477.0
1178,2019,3,Catamarca,Dial up,9.0
1179,2019,3,Chaco,Dial up,13.0
1180,2019,3,Chubut,Dial up,1524.0
1181,2019,3,Córdoba,Dial up,107.0
1182,2019,3,Corrientes,Dial up,10.0
1183,2019,3,Entre Ríos,Dial up,45.0
1184,2019,3,Formosa,Dial up,0.0
1185,2019,3,Jujuy,Dial up,1.0
1186,2019,3,La Pampa,Dial up,269.0
1187,2019,3,La Rioja,Dial up,18.0
1188,2019,3,Mendoza,Dial up,1322.0
1189,2019,3,Misiones,Dial up,0.0
1190,2019,3,Neuquén,Dial up,1986.0
1191,2019,3,Río Negro,Dial up,904.0
1192,2019,3,Salta,Dial up,1.0
1193,2019,3,San Juan,Dial up,563.0
1194,2019,3,San Luis,Dial up,291.0
1195,2019,3,Santa Cruz,Dial up,328.0
1196,2019,3,Santa Fe,Dial up,228.0
1197,2019,3,Santiago Del Estero,Dial up,2.0
1198,2019,3,Tierra Del Fuego,Dial up,544.0
1199,2019,3,Tucumán,Dial up,32.0
1200,2019,2,Buenos Aires,Dial up,10104.0
1201,2019,2,Capital Federal,Dial up,3443.0
1202,2019,2,Catamarca,Dial up,9.0
1203,2019,2,Chaco,Dial up,13.0
1204,2019,2,Chubut,Dial up,1518.0
1205,2019,2,Córdoba,Dial up,105.0
1206,2019,2,Corrientes,Dial up,10.0
1207,2019,2,Entre Ríos,Dial up,44.0
1208,2019,2,Formosa,Dial up,0.0
1209,2019,2,Jujuy,Dial up,1.0
1210,2019,2,La Pampa,Dial up,268.0
1211,2019,2,La Rioja,Dial up,18.0
1212,2019,2,Mendoza,Dial up,1322.0
1213,2019,2,Misiones,Dial up,0.0
1214,2019,2,Neuquén,Dial up,1999.0
1215,2019,2,Río Negro,Dial up,915.0
1216,2019,2,Salta,Dial up,1.0
1217,2019,2,San Juan,Dial up,564.0
1218,2019,2,San Luis,Dial up,291.0
1219,2019,2,Santa Cruz,Dial up,325.0
1220,2019,2,Santa Fe,Dial up,226.0
1221,2019,2,Santiago Del Estero,Dial up,2.0
1222,2019,2,Tierra Del Fuego,Dial up,544.0
1223,2019,2,Tucumán,Dial up,32.0
1224,2019,1,Buenos Aires,Dial up,10104.0
1225,2019,1,Capital Federal,Dial up,3443.0
1226,2019,1,Catamarca,Dial up,9.0
1227,2019,1,Chaco,Dial up,13.0
1228,2019,1,Chubut,Dial up,1518.0
1229,2019,1,Córdoba,Dial up,105.0
1230,2019,1,Corrientes,Dial up,10.0
1231,2019,1,Entre Ríos,Dial up,44.0
1232,2019,1,Formosa,Dial up,0.0
1233,2019,1,Jujuy,Dial up,1.0
1234,2019,1,La Pampa,Dial up,268.0
1235,2019,1,La Rioja,Dial up,18.0
1236,2019,1,Mendoza,Dial up,1322.0
1237,2019,1,Misiones,Dial up,0.0
1238,2019,1,Neuquén,Dial up,2056.0
1239,2019,1,Río Negro,Dial up,915.0
1240,2019,1,Salta,Dial up,1.0
1241,2019,1,San Juan,Dial up,564.0
1242,2019,1,San Luis,Dial up,291.0
1243,2019,1,Santa Cruz,Dial up,325.0
1244,2019,1,Santa Fe,Dial up,227.0
1245,2019,1,Santiago Del Estero,Dial up,2.0
1246,2019,1,Tierra Del Fuego,Dial up,544.0
1247,2019,1,Tucumán,Dial up,32.0
1248,2018,4,Buenos Aires,Dial up,10104.0
1249,2018,4,Capital Federal,Dial up,3443.0
1250,2018,4,Catamarca,Dial up,9.0
1251,2018,4,Chaco,Dial up,13.0
1252,2018,4,Chubut,Dial up,1518.0
1253,2018,4,Córdoba,Dial up,105.0
1254,2018,4,Corrientes,Dial up,10.0
1255,2018,4,Entre Ríos,Dial up,44.0
1256,2018,4,Formosa,Dial up,0.0
1257,2018,4,Jujuy,Dial up,1.0
1258,2018,4,La Pampa,Dial up,268.0
1259,2018,4,La Rioja,Dial up,18.0
1260,2018,4,Mendoza,Dial up,1322.0
1261,2018,4,Misiones,Dial up,0.0
1262,2018,4,Neuquén,Dial up,2056.0
1263,2018,4,Río Negro,Dial up,915.0
1264,2018,4,Salta,Dial up,1.0
1265,2018,4,San Juan,Dial up,564.0
1266,2018,4,San Luis,Dial up,291.0
1267,2018,4,Santa Cruz,Dial up,325.0
1268,2018,4,Santa Fe,Dial up,229.0
1269,2018,4,Santiago Del Estero,Dial up,2.0
1270,2018,4,Tierra Del Fuego,Dial up,544.0
1271,2018,4,Tucumán,Dial up,32.0
1272,2018,3,Buenos Aires,Dial up,10563.0
1273,2018,3,Capital Federal,Dial up,6686.0
1274,2018,3,Catamarca,Dial up,11.0
1275,2018,3,Chaco,Dial up,12.0
1276,2018,3,Chubut,Dial up,2426.0
1277,2018,3,Córdoba,Dial up,94.0
1278,2018,3,Corrientes,Dial up,11.0
1279,2018,3,Entre Ríos,Dial up,48.0
1280,2018,3,Formosa,Dial up,0.0
1281,2018,3,Jujuy,Dial up,1.0
1282,2018,3,La Pampa,Dial up,244.0
1283,2018,3,La Rioja,Dial up,17.0
1284,2018,3,Mendoza,Dial up,1484.0
1285,2018,3,Misiones,Dial up,0.0
1286,2018,3,Neuquén,Dial up,2005.0
1287,2018,3,Río Negro,Dial up,1059.0
1288,2018,3,Salta,Dial up,1.0
1289,2018,3,San Juan,Dial up,658.0
1290,2018,3,San Luis,Dial up,300.0
1291,2018,3,Santa Cruz,Dial up,434.0
1292,2018,3,Santa Fe,Dial up,217.0
1293,2018,3,Santiago Del Estero,Dial up,2.0
1294,2018,3,Tierra Del Fuego,Dial up,508.0
1295,2018,3,Tucumán,Dial up,31.0
1296,2018,2,Buenos Aires,Dial up,10565.0
1297,2018,2,Capital Federal,Dial up,6688.0
1298,2018,2,Catamarca,Dial up,11.0
1299,2018,2,Chaco,Dial up,12.0
1300,2018,2,Chubut,Dial up,2427.0
1301,2018,2,Córdoba,Dial up,94.0
1302,2018,2,Corrientes,Dial up,11.0
1303,2018,2,Entre Ríos,Dial up,48.0
1304,2018,2,Formosa,Dial up,0.0
1305,2018,2,Jujuy,Dial up,1.0
1306,2018,2,La Pampa,Dial up,244.0
1307,2018,2,La Rioja,Dial up,17.0
1308,2018,2,Mendoza,Dial up,1484.0
1309,2018,2,Misiones,Dial up,0.0
1310,2018,2,Neuquén,Dial up,2006.0
1311,2018,2,Río Negro,Dial up,1059.0
1312,2018,2,Salta,Dial up,1.0
1313,2018,2,San Juan,Dial up,658.0
1314,2018,2,San Luis,Dial up,300.0
1315,2018,2,Santa Cruz,Dial up,435.0
1316,2018,2,Santa Fe,Dial up,309.0
1317,2018,2,Santiago Del Estero,Dial up,2.0
1318,2018,2,Tierra Del Fuego,Dial up,508.0
1319,2018,2,Tucumán,Dial up,31.0
1320,2018,1,Buenos Aires,Dial up,10564.0
1321,2018,1,Capital Federal,Dial up,6688.0
1322,2018,1,Catamarca,Dial up,11.0
1323,2018,1,Chaco,Dial up,12.0
1324,2018,1,Chubut,Dial up,2427.0
1325,2018,1,Córdoba,Dial up,101.0
1326,2018,1,Corrientes,Dial up,11.0
1327,2018,1,Entre Ríos,Dial up,48.0
1328,2018,1,Formosa,Dial up,0.0
1329,2018,1,Jujuy,Dial up,1.0
1330,2018,1,La Pampa,Dial up,396.0
1331,2018,1,La Rioja,Dial up,17.0
1332,2018,1,Mendoza,Dial up,1484.0
1333,2018,1,Misiones,Dial up,0.0
1334,2018,1,Neuquén,Dial up,2006.0
1335,2018,1,Río Negro,Dial up,1062.0
1336,2018,1,Salta,Dial up,1.0
1337,2018,1,San Juan,Dial up,658.0
1338,2018,1,San Luis,Dial up,300.0
1339,2018,1,Santa Cruz,Dial up,435.0
1340,2018,1,Santa Fe,Dial up,309.0
1341,2018,1,Santiago Del Estero,Dial up,2.0
1342,2018,1,Tierra Del Fuego,Dial up,508.0
1343,2018,1,Tucumán,Dial up,31.0
1344,2017,4,Buenos Aires,Dial up,10690.0
1345,2017,4,Capital Federal,Dial up,6906.0
1346,2017,4,Catamarca,Dial up,10.0
1347,2017,4,Chaco,Dial up,12.0
1348,2017,4,Chubut,Dial up,2428.0
1349,2017,4,Córdoba,Dial up,105.0
1350,2017,4,Corrientes,Dial up,11.0
1351,2017,4,Entre Ríos,Dial up,49.0
1352,2017,4,Formosa,Dial up,0.0
1353,2017,4,Jujuy,Dial up,1.0
1354,2017,4,La Pampa,Dial up,396.0
1355,2017,4,La Rioja,Dial up,17.0
1356,2017,4,Mendoza,Dial up,1490.0
1357,2017,4,Misiones,Dial up,0.0
1358,2017,4,Neuquén,Dial up,2006.0
1359,2017,4,Río Negro,Dial up,1062.0
1360,2017,4,Salta,Dial up,1.0
1361,2017,4,San Juan,Dial up,659.0
1362,2017,4,San Luis,Dial up,300.0
1363,2017,4,Santa Cruz,Dial up,434.0
1364,2017,4,Santa Fe,Dial up,323.0
1365,2017,4,Santiago Del Estero,Dial up,2.0
1366,2017,4,Tierra Del Fuego,Dial up,508.0
1367,2017,4,Tucumán,Dial up,34.0
1368,2017,3,Buenos Aires,Dial up,11202.0
1369,2017,3,Capital Federal,Dial up,7070.0
1370,2017,3,Catamarca,Dial up,11.0
1371,2017,3,Chaco,Dial up,12.0
1372,2017,3,Chubut,Dial up,2477.0
1373,2017,3,Córdoba,Dial up,108.0
1374,2017,3,Corrientes,Dial up,12.0
1375,2017,3,Entre Ríos,Dial up,50.0
1376,2017,3,Formosa,Dial up,0.0
1377,2017,3,Jujuy,Dial up,1.0
1378,2017,3,La Pampa,Dial up,410.0
1379,2017,3,La Rioja,Dial up,17.0
1380,2017,3,Mendoza,Dial up,1533.0
1381,2017,3,Misiones,Dial up,0.0
1382,2017,3,Neuquén,Dial up,2029.0
1383,2017,3,Río Negro,Dial up,1103.0
1384,2017,3,Salta,Dial up,1.0
1385,2017,3,San Juan,Dial up,660.0
1386,2017,3,San Luis,Dial up,311.0
1387,2017,3,Santa Cruz,Dial up,468.0
1388,2017,3,Santa Fe,Dial up,256.0
1389,2017,3,Santiago Del Estero,Dial up,2.0
1390,2017,3,Tierra Del Fuego,Dial up,583.0
1391,2017,3,Tucumán,Dial up,33.0
1392,2017,2,Buenos Aires,Dial up,11201.0
1393,2017,2,Capital Federal,Dial up,8016.0
1394,2017,2,Catamarca,Dial up,13.0
1395,2017,2,Chaco,Dial up,14.0
1396,2017,2,Chubut,Dial up,1730.0
1397,2017,2,Córdoba,Dial up,133.0
1398,2017,2,Corrientes,Dial up,12.0
1399,2017,2,Entre Ríos,Dial up,57.0
1400,2017,2,Formosa,Dial up,0.0
1401,2017,2,Jujuy,Dial up,1.0
1402,2017,2,La Pampa,Dial up,449.0
1403,2017,2,La Rioja,Dial up,18.0
1404,2017,2,Mendoza,Dial up,1451.0
1405,2017,2,Misiones,Dial up,0.0
1406,2017,2,Neuquén,Dial up,2112.0
1407,2017,2,Río Negro,Dial up,998.0
1408,2017,2,Salta,Dial up,1.0
1409,2017,2,San Juan,Dial up,620.0
1410,2017,2,San Luis,Dial up,315.0
1411,2017,2,Santa Cruz,Dial up,369.0
1412,2017,2,Santa Fe,Dial up,362.0
1413,2017,2,Santiago Del Estero,Dial up,2.0
1414,2017,2,Tierra Del Fuego,Dial up,619.0
1415,2017,2,Tucumán,Dial up,37.0
1416,2017,1,Buenos Aires,Dial up,11202.0
1417,2017,1,Capital Federal,Dial up,8016.0
1418,2017,1,Catamarca,Dial up,13.0
1419,2017,1,Chaco,Dial up,14.0
1420,2017,1,Chubut,Dial up,1730.0
1421,2017,1,Córdoba,Dial up,133.0
1422,2017,1,Corrientes,Dial up,12.0
1423,2017,1,Entre Ríos,Dial up,57.0
1424,2017,1,Formosa,Dial up,0.0
1425,2017,1,Jujuy,Dial up,1.0
1426,2017,1,La Pampa,Dial up,455.0
1427,2017,1,La Rioja,Dial up,18.0
1428,2017,1,Mendoza,Dial up,1451.0
1429,2017,1,Misiones,Dial up,0.0
1430,2017,1,Neuquén,Dial up,2112.0
1431,2017,1,Río Negro,Dial up,1000.0
1432,2017,1,Salta,Dial up,1.0
1433,2017,1,San Juan,Dial up,620.0
1434,2017,1,San Luis,Dial up,315.0
1435,2017,1,Santa Cruz,Dial up,370.0
1436,2017,1,Santa Fe,Dial up,362.0
1437,2017,1,Santiago Del Estero,Dial up,2.0
1438,2017,1,Tierra Del Fuego,Dial up,619.0
1439,2017,1,Tucumán,Dial up,37.0
1440,2016,4,Buenos Aires,Dial up,11202.0
1441,2016,4,Capital Federal,Dial up,8016.0
1442,2016,4,Catamarca,Dial up,13.0
1443,2016,4,Chaco,Dial up,14.0
1444,2016,4,Chubut,Dial up,1730.0
1445,2016,4,Córdoba,Dial up,133.0
1446,2016,4,Corrientes,Dial up,12.0
1447,2016,4,Entre Ríos,Dial up,57.0
1448,2016,4,Formosa,Dial up,0.0
1449,2016,4,Jujuy,Dial up,1.0
1450,2016,4,La Pampa,Dial up,460.0
1451,2016,4,La Rioja,Dial up,18.0
1452,2016,4,Mendoza,Dial up,1451.0
1453,2016,4,Misiones,Dial up,0.0
1454,2016,4,Neuquén,Dial up,2112.0
1455,2016,4,Río Negro,Dial up,1000.0
1456,2016,4,Salta,Dial up,1.0
1457,2016,4,San Juan,Dial up,620.0
1458,2016,4,San Luis,Dial up,315.0
1459,2016,4,Santa Cruz,Dial up,370.0
1460,2016,4,Santa Fe,Dial up,362.0
1461,2016,4,Santiago Del Estero,Dial up,2.0
1462,2016,4,Tierra Del Fuego,Dial up,619.0
1463,2016,4,Tucumán,Dial up,37.0
1464,2016,3,Buenos Aires,Dial up,11205.0
1465,2016,3,Capital Federal,Dial up,8051.0
1466,2016,3,Catamarca,Dial up,13.0
1467,2016,3,Chaco,Dial up,14.0
1468,2016,3,Chubut,Dial up,1730.0
1469,2016,3,Córdoba,Dial up,133.0
1470,2016,3,Corrientes,Dial up,12.0
1471,2016,3,Entre Ríos,Dial up,57.0
1472,2016,3,Formosa,Dial up,0.0
1473,2016,3,Jujuy,Dial up,1.0
1474,2016,3,La Pampa,Dial up,461.0
1475,2016,3,La Rioja,Dial up,18.0
1476,2016,3,Mendoza,Dial up,1450.0
1477,2016,3,Misiones,Dial up,0.0
1478,2016,3,Neuquén,Dial up,2112.0
1479,2016,3,Río Negro,Dial up,1002.0
1480,2016,3,Salta,Dial up,1.0
1481,2016,3,San Juan,Dial up,620.0
1482,2016,3,San Luis,Dial up,315.0
1483,2016,3,Santa Cruz,Dial up,371.0
1484,2016,3,Santa Fe,Dial up,386.0
1485,2016,3,Santiago Del Estero,Dial up,2.0
1486,2016,3,Tierra Del Fuego,Dial up,619.0
1487,2016,3,Tucumán,Dial up,37.0
1488,2016,2,Buenos Aires,Dial up,12515.0
1489,2016,2,Capital Federal,Dial up,9760.0
1490,2016,2,Catamarca,Dial up,13.0
1491,2016,2,Chaco,Dial up,16.0
1492,2016,2,Chubut,Dial up,1740.0
1493,2016,2,Córdoba,Dial up,234.0
1494,2016,2,Corrientes,Dial up,24.0
1495,2016,2,Entre Ríos,Dial up,179.0
1496,2016,2,Formosa,Dial up,1.0
1497,2016,2,Jujuy,Dial up,2.0
1498,2016,2,La Pampa,Dial up,485.0
1499,2016,2,La Rioja,Dial up,18.0
1500,2016,2,Mendoza,Dial up,1550.0
1501,2016,2,Misiones,Dial up,7.0
1502,2016,2,Neuquén,Dial up,2291.0
1503,2016,2,Río Negro,Dial up,1073.0
1504,2016,2,Salta,Dial up,3.0
1505,2016,2,San Juan,Dial up,621.0
1506,2016,2,San Luis,Dial up,317.0
1507,2016,2,Santa Cruz,Dial up,356.0
1508,2016,2,Santa Fe,Dial up,607.0
1509,2016,2,Santiago Del Estero,Dial up,3.0
1510,2016,2,Tierra Del Fuego,Dial up,619.0
1511,2016,2,Tucumán,Dial up,41.0
1512,2016,1,Buenos Aires,Dial up,12612.0
1513,2016,1,Capital Federal,Dial up,9817.0
1514,2016,1,Catamarca,Dial up,13.0
1515,2016,1,Chaco,Dial up,16.0
1516,2016,1,Chubut,Dial up,1740.0
1517,2016,1,Córdoba,Dial up,234.0
1518,2016,1,Corrientes,Dial up,26.0
1519,2016,1,Entre Ríos,Dial up,179.0
1520,2016,1,Formosa,Dial up,1.0
1521,2016,1,Jujuy,Dial up,2.0
1522,2016,1,La Pampa,Dial up,487.0
1523,2016,1,La Rioja,Dial up,18.0
1524,2016,1,Mendoza,Dial up,1553.0
1525,2016,1,Misiones,Dial up,7.0
1526,2016,1,Neuquén,Dial up,2292.0
1527,2016,1,Río Negro,Dial up,1077.0
1528,2016,1,Salta,Dial up,3.0
1529,2016,1,San Juan,Dial up,621.0
1530,2016,1,San Luis,Dial up,317.0
1531,2016,1,Santa Cruz,Dial up,356.0
1532,2016,1,Santa Fe,Dial up,618.0
1533,2016,1,Santiago Del Estero,Dial up,3.0
1534,2016,1,Tierra Del Fuego,Dial up,619.0
1535,2016,1,Tucumán,Dial up,41.0
1536,2015,4,Buenos Aires,Dial up,12642.0
1537,2015,4,Capital Federal,Dial up,9845.0
1538,2015,4,Catamarca,Dial up,13.0
1539,2015,4,Chaco,Dial up,16.0
1540,2015,4,Chubut,Dial up,1740.0
1541,2015,4,Córdoba,Dial up,235.0
1542,2015,4,Corrientes,Dial up,26.0
1543,2015,4,Entre Ríos,Dial up,180.0
1544,2015,4,Formosa,Dial up,1.0
1545,2015,4,Jujuy,Dial up,2.0
1546,2015,4,La Pampa,Dial up,312.0
1547,2015,4,La Rioja,Dial up,18.0
1548,2015,4,Mendoza,Dial up,1556.0
1549,2015,4,Misiones,Dial up,7.0
1550,2015,4,Neuquén,Dial up,2294.0
1551,2015,4,Río Negro,Dial up,1067.0
1552,2015,4,Salta,Dial up,3.0
1553,2015,4,San Juan,Dial up,621.0
1554,2015,4,San Luis,Dial up,317.0
1555,2015,4,Santa Cruz,Dial up,356.0
1556,2015,4,Santa Fe,Dial up,627.0
1557,2015,4,Santiago Del Estero,Dial up,3.0
1558,2015,4,Tierra Del Fuego,Dial up,619.0
1559,2015,4,Tucumán,Dial up,42.0
1560,2015,3,Buenos Aires,Dial up,12695.0
1561,2015,3,Capital Federal,Dial up,9875.0
1562,2015,3,Catamarca,Dial up,13.0
1563,2015,3,Chaco,Dial up,16.0
1564,2015,3,Chubut,Dial up,1740.0
1565,2015,3,Córdoba,Dial up,237.0
1566,2015,3,Corrientes,Dial up,28.0
1567,2015,3,Entre Ríos,Dial up,182.0
1568,2015,3,Formosa,Dial up,1.0
1569,2015,3,Jujuy,Dial up,2.0
1570,2015,3,La Pampa,Dial up,495.0
1571,2015,3,La Rioja,Dial up,18.0
1572,2015,3,Mendoza,Dial up,1562.0
1573,2015,3,Misiones,Dial up,7.0
1574,2015,3,Neuquén,Dial up,2240.0
1575,2015,3,Río Negro,Dial up,1085.0
1576,2015,3,Salta,Dial up,3.0
1577,2015,3,San Juan,Dial up,621.0
1578,2015,3,San Luis,Dial up,317.0
1579,2015,3,Santa Cruz,Dial up,359.0
1580,2015,3,Santa Fe,Dial up,641.0
1581,2015,3,Santiago Del Estero,Dial up,3.0
1582,2015,3,Tierra Del Fuego,Dial up,619.0
1583,2015,3,Tucumán,Dial up,42.0
1584,2015,2,Buenos Aires,Dial up,12711.0
1585,2015,2,Capital Federal,Dial up,9893.0
1586,2015,2,Catamarca,Dial up,13.0
1587,2015,2,Chaco,Dial up,16.0
1588,2015,2,Chubut,Dial up,1740.0
1589,2015,2,Córdoba,Dial up,236.0
1590,2015,2,Corrientes,Dial up,28.0
1591,2015,2,Entre Ríos,Dial up,183.0
1592,2015,2,Formosa,Dial up,37.0
1593,2015,2,Jujuy,Dial up,2.0
1594,2015,2,La Pampa,Dial up,500.0
1595,2015,2,La Rioja,Dial up,18.0
1596,2015,2,Mendoza,Dial up,1564.0
1597,2015,2,Misiones,Dial up,7.0
1598,2015,2,Neuquén,Dial up,2241.0
1599,2015,2,Río Negro,Dial up,1087.0
1600,2015,2,Salta,Dial up,3.0
1601,2015,2,San Juan,Dial up,621.0
1602,2015,2,San Luis,Dial up,317.0
1603,2015,2,Santa Cruz,Dial up,379.0
1604,2015,2,Santa Fe,Dial up,649.0
1605,2015,2,Santiago Del Estero,Dial up,3.0
1606,2015,2,Tierra Del Fuego,Dial up,619.0
1607,2015,2,Tucumán,Dial up,42.0
1608,2015,1,Buenos Aires,Dial up,14766.0
1609,2015,1,Capital Federal,Dial up,11582.0
1610,2015,1,Catamarca,Dial up,20.0
1611,2015,1,Chaco,Dial up,31.0
1612,2015,1,Chubut,Dial up,1946.0
1613,2015,1,Córdoba,Dial up,294.0
1614,2015,1,Corrientes,Dial up,43.0
1615,2015,1,Entre Ríos,Dial up,231.0
1616,2015,1,Formosa,Dial up,43.0
1617,2015,1,Jujuy,Dial up,3.0
1618,2015,1,La Pampa,Dial up,542.0
1619,2015,1,La Rioja,Dial up,23.0
1620,2015,1,Mendoza,Dial up,1805.0
1621,2015,1,Misiones,Dial up,7.0
1622,2015,1,Neuquén,Dial up,2369.0
1623,2015,1,Río Negro,Dial up,1188.0
1624,2015,1,Salta,Dial up,18.0
1625,2015,1,San Juan,Dial up,702.0
1626,2015,1,San Luis,Dial up,354.0
1627,2015,1,Santa Cruz,Dial up,424.0
1628,2015,1,Santa Fe,Dial up,797.0
1629,2015,1,Santiago Del Estero,Dial up,8.0
1630,2015,1,Tierra Del Fuego,Dial up,730.0
1631,2015,1,Tucumán,Dial up,92.0
1632,2014,4,Buenos Aires,Dial up,15229.0
